,nums,labels
0,firehundrede og enogtredive; femhundrede og treogfyrre,1
18674,sekshundrede og niogfyrre; firehundrede og elleve,0
18675,tohundrede og seksogfirs; trehundrede og femoghalvfems,1
18676,nihundrede og otteoghalvtreds; syvhundrede og otteoghalvtreds,0
18677,femhundrede og toogtreds; firehundrede og fire,0
18678,syvhundrede og syvogfirs; femhundrede og seksogtreds,0
18679,sekshundrede og enogtredive; ethundrede og tolv,0
18680,syvhundrede og halvfems; nihundrede og nitten,1
18681,sekshundrede og halvfems; ottehundrede og halvfjerds,1
18682,trehundrede og treogtyve; nihundrede og fireogtredive,1
18683,syvhundrede og nioghalvfems; femhundrede og seksogtyve,0
18684,tohundrede og treogfirs; trehundrede og fjorten,1
18685,firehundrede og fire; ottehundrede og to,1
18686,ethundrede og femoghalvfjerds; syvhundrede og et,1
18687,syvhundrede og tooghalvfems; sekshundrede og tooghalvfems,0
18688,fireogtredive; tolv,0
18689,nihundrede og femoghalvtreds; sekshundrede og niogtyve,0
18690,sekshundrede og otteoghalvfems; femhundrede og seksogtyve,0
18691,nihundrede og seks; ottehundrede og seksogfirs,0
18692,ethundrede og syvogtyve; tohundrede og tooghalvfems,1
18693,tohundrede og otte; tohundrede og seksoghalvtreds,1
18694,syvhundrede og fjorten; firehundrede og otte,0
18695,ethundrede og femogfirs; ottehundrede og femogtredive,1
18696,nihundrede og femogtyve; trehundrede og niogtredive,0
18697,femhundrede og fireoghalvfems; ottehundrede og tooghalvfjerds,1
18698,syvhundrede og seksoghalvfjerds; firehundrede og otteogfyrre,0
18699,femhundrede og syvogfyrre; ethundrede og seks,0
18700,ottehundrede og femoghalvfems; ethundrede og to,0
18701,seksogtyve; firehundrede og fem,1
18702,nihundrede og syvogtyve; femhundrede og seksogtreds,0
18703,femhundrede; sekshundrede og tooghalvfjerds,1
18704,ottehundrede og seksoghalvtreds; trehundrede og seksoghalvfjerds,0
18705,ethundrede og seksogfirs; tohundrede og seksogtreds,1
18706,firehundrede og seksoghalvfjerds; femhundrede og seks,1
18707,firehundrede og fireoghalvtreds; sekshundrede og otteogfirs,1
18708,nihundrede og treoghalvfjerds; ottehundrede og ni,0
18709,trehundrede og seksoghalvfems; femhundrede og enogfirs,1
18710,ethundrede og treogtredive; trehundrede og tretten,1
18711,ethundrede og seks; enoghalvtreds,0
18712,sekshundrede og niogtreds; firehundrede og enoghalvfjerds,0
18713,sekshundrede og enoghalvfems; ottehundrede og enogtredive,1
18714,ottehundrede og syv; ottehundrede og otteogfirs,1
18715,femogfirs; syvogtreds,0
18716,trehundrede og otteoghalvtreds; tohundrede og seksogfirs,0
18717,ottehundrede og treoghalvtreds; ethundrede og syvogfyrre,0
18718,trehundrede og treogtreds; ethundrede og tolv,0
18719,tohundrede og elleve; sekshundrede og femogtyve,1
18720,treoghalvfems; ethundrede og seksoghalvfjerds,1
18721,tohundrede og femogtyve; syvhundrede og otteogfyrre,1
18722,tohundrede og femoghalvfems; tohundrede og tretten,0
18723,ethundrede og enoghalvfjerds; ottehundrede og nitten,1
18724,sekshundrede og otte; trehundrede og seksogfyrre,0
18725,sekshundrede og tyve; ethundrede og seksoghalvfjerds,0
18726,trehundrede og fem; firehundrede og fireogfirs,1
18727,femhundrede og enogtyve; femhundrede og enogtreds,1
18728,ottehundrede og fireogtyve; trehundrede og nitten,0
18729,trehundrede og tooghalvfems; sekshundrede og tooghalvfems,1
18730,femhundrede og seksoghalvtreds; sekshundrede og femogtreds,1
18731,ottehundrede og fireoghalvfjerds; femhundrede og fireoghalvfems,0
18732,tohundrede og seksogtyve; treoghalvfems,0
18733,trehundrede og otteoghalvfjerds; nihundrede og tooghalvfjerds,1
18734,sekshundrede og toogfirs; ethundrede og nioghalvtreds,0
18735,syvhundrede og femogfyrre; tohundrede og treoghalvfems,0
18736,nihundrede og seksten; sekshundrede og treogtredive,0
18737,femhundrede og otteogfirs; treogfirs,0
18738,ottehundrede og niogfyrre; nihundrede og seksogfyrre,1
18739,ethundrede og femoghalvfjerds; nitten,0
18740,ottehundrede og fireogtyve; nihundrede og femogtyve,1
18741,syvhundrede og fem; ottehundrede og femogtyve,1
18742,femhundrede og femten; tohundrede og otteogfyrre,0
18743,nihundrede og syvogtredive; sekshundrede og syvoghalvfems,0
18744,syvhundrede og seksogtredive; nihundrede og fireogfyrre,1
18745,ottehundrede og treogtyve; syvhundrede og tretten,0
18746,trehundrede og fireogtredive; firehundrede og fireogtreds,1
18747,ottehundrede og fireogtyve; nioghalvtreds,0
18748,sekshundrede og seksogtredive; trehundrede og nioghalvfjerds,0
18749,ethundrede og seksoghalvfjerds; nihundrede og femogfirs,1
18750,trehundrede og otteoghalvfems; tohundrede og nitten,0
18751,ottehundrede og treoghalvfems; nioghalvfjerds,0
18752,sekshundrede og enogfyrre; femhundrede og treogfirs,0
18753,toogfirs; sekshundrede og treogtredive,1
18754,ethundrede og treoghalvfjerds; trehundrede og nioghalvtreds,1
18755,tohundrede og fireogfyrre; sekshundrede og fireogtredive,1
18756,ethundrede og syvoghalvtreds; sekshundrede og treogtredive,1
18757,trehundrede og niogfirs; trehundrede og halvtreds,0
18758,ni; nihundrede,1
18759,trehundrede og fjorten; ottehundrede og femten,1
18760,ottehundrede og toogfirs; trehundrede og otteogtyve,0
18761,ethundrede og sytten; firehundrede og ni,1
18762,ethundrede og seksogtredive; femhundrede og tretten,1
18763,nihundrede og nioghalvfems; femhundrede og niogfirs,0
18764,femhundrede og treoghalvfjerds; enoghalvfems,0
18765,syvhundrede og seksogtredive; sekshundrede og to,0
18766,ottehundrede og enogtyve; trehundrede og treoghalvfems,0
18767,nihundrede og toogtreds; nihundrede og nioghalvtreds,0
18768,ottehundrede og femten; firehundrede og sytten,0
18769,femhundrede og niogfirs; tohundrede og toogtyve,0
18770,ottehundrede og ti; ottehundrede,0
18771,sekshundrede og syvoghalvfems; firehundrede og niogfirs,0
18772,tohundrede og et; tohundrede og firs,1
18773,femhundrede og enogfyrre; trehundrede og ti,0
18774,halvfjerds; tohundrede og enoghalvfjerds,1
18775,nihundrede og enogtreds; ottehundrede og fireoghalvfems,0
18776,firehundrede og toogfirs; syvhundrede og seksoghalvfems,1
18777,firehundrede og niogtreds; firehundrede og seksogfyrre,0
18778,ottehundrede og otteoghalvfems; nihundrede og otteogfyrre,1
18779,ottehundrede og otte; femhundrede og seksoghalvtreds,0
18780,tohundrede og seksoghalvtreds; ottehundrede og syvogtreds,1
18781,firehundrede og fire; ottehundrede og nioghalvfjerds,1
18782,tohundrede og treoghalvfjerds; femhundrede og atten,1
18783,femhundrede og tyve; firehundrede og enoghalvtreds,0
18784,ottehundrede og treogtreds; ottehundrede og femogfirs,1
18785,sekshundrede og fem; enogfirs,0
18786,firehundrede og seksogfyrre; nihundrede og femogtreds,1
18787,trehundrede og syvoghalvfems; trehundrede og seksogfyrre,0
18788,syvhundrede og enoghalvfems; femhundrede og enogfyrre,0
18789,ottehundrede og treoghalvtreds; ethundrede og seksten,0
18790,tohundrede og seksoghalvfjerds; trehundrede og femoghalvfems,1
18791,ethundrede og seksogtreds; femhundrede og firs,1
18792,ottehundrede og fireoghalvfjerds; sekshundrede og halvtreds,0
18793,sekshundrede og seksoghalvfems; sekshundrede og fireogtyve,0
18794,femhundrede og elleve; femhundrede og fireoghalvfjerds,1
18795,syvhundrede og atten; firehundrede og elleve,0
18796,trehundrede og seksoghalvfjerds; firehundrede og femogfirs,1
18797,ottehundrede og fireoghalvfems; ethundrede og seksoghalvtreds,0
18798,syvhundrede og treogtreds; ethundrede og treogfyrre,0
18799,firehundrede og enogfirs; sekshundrede og toogtyve,1
18800,syvhundrede og tretten; femhundrede og fireogtyve,0
18801,nihundrede og nioghalvtreds; ottehundrede og fireogfyrre,0
18802,toogfirs; firehundrede og seksogtyve,1
18803,firehundrede og toogfirs; femhundrede og otteogtreds,1
18804,firehundrede og otteogfyrre; trehundrede og seksogtredive,0
18805,firehundrede og fireogfyrre; tohundrede og fireogtyve,0
18806,syvogtreds; femhundrede og syvogtredive,1
18807,niogtreds; nihundrede og treogtredive,1
18808,fire; nihundrede og ti,1
18809,femoghalvfems; ethundrede og tooghalvfems,1
18810,nihundrede og fireoghalvtreds; firehundrede og femogfirs,0
18811,tohundrede og femten; trehundrede og treogtreds,1
18812,trehundrede og seksogtyve; ethundrede og nioghalvfems,0
18813,femhundrede og niogfirs; tohundrede og niogtreds,0
18814,femhundrede og nitten; syvhundrede og treogfirs,1
18815,tohundrede og nioghalvfems; firehundrede og sytten,1
18816,niogtreds; nihundrede og otte,1
18817,syvhundrede og toogfirs; tohundrede og niogtyve,0
18818,trehundrede; ethundrede og seksogfirs,0
18819,firehundrede og halvfems; syvhundrede og niogtreds,1
18820,ethundrede og fireogfyrre; syvhundrede og treds,1
18821,syvhundrede og fjorten; trehundrede og syv,0
18822,trehundrede og nioghalvfjerds; femhundrede og femogtreds,1
18823,firehundrede og enogtreds; tohundrede og fireoghalvfjerds,0
18824,enoghalvfems; firehundrede og fjorten,1
18825,ottehundrede og seksogtredive; trehundrede og tooghalvfems,0
18826,femhundrede og syvogfirs; firehundrede og niogfyrre,0
18827,ottehundrede og fireoghalvfems; ottehundrede og femogtredive,0
18828,seksten; sekshundrede og fireogtredive,1
18829,sekshundrede og tooghalvfjerds; ottehundrede og toogtredive,1
18830,trehundrede og enogfyrre; sekshundrede og syvogtredive,1
18831,nihundrede og halvtreds; femhundrede og seks,0
18832,halvfems; trehundrede og seksogtreds,1
18833,syvhundrede og treogfyrre; sekshundrede og tretten,0
18834,tohundrede og syvogfyrre; toogtredive,0
18835,ethundrede og enogfirs; firehundrede og fire,1
18836,tohundrede og seksogfirs; sekshundrede og tredive,1
18837,sekshundrede og tyve; nihundrede og syvogtredive,1
18838,syvhundrede og otteogtreds; ethundrede og syvoghalvfjerds,0
18839,nihundrede og tredive; trehundrede og femogtyve,0
18840,otteoghalvfems; trehundrede og otteogtyve,1
18841,tohundrede og syvoghalvfjerds; tohundrede og seksogtredive,0
18842,trehundrede og treoghalvfjerds; syvhundrede og fireogtyve,1
18843,ethundrede og fireogtredive; syvhundrede og enogtreds,1
18844,ethundrede og seksogtreds; trehundrede og enogtreds,1
18845,syvhundrede og syvoghalvfjerds; toogfyrre,0
18846,sekshundrede og treoghalvfjerds; femhundrede og nioghalvtreds,0
18847,tohundrede og seksogtyve; ottehundrede og treoghalvfjerds,1
18848,sekshundrede og otte; toogtredive,0
18849,nihundrede og enoghalvtreds; trehundrede og niogtreds,0
18850,tohundrede og treoghalvfems; ottehundrede og tolv,1
18851,ottehundrede og seksogtreds; syvhundrede og fireoghalvfems,0
18852,femhundrede og to; firehundrede og syvoghalvfjerds,0
18853,tohundrede og tolv; syvogtredive,0
18854,ottehundrede og treogtredive; femhundrede og toogfirs,0
18855,treogfyrre; ottehundrede og toogtredive,1
18856,femhundrede og firs; ottehundrede og enogtreds,1
18857,toogfyrre; halvfjerds,1
18858,firehundrede og fireoghalvfjerds; sekshundrede og tooghalvtreds,1
18859,treoghalvtreds; femhundrede og treds,1
18860,tohundrede og firs; syvhundrede og syv,1
18861,femhundrede og fireogfyrre; femhundrede og tooghalvtreds,1
18862,ottehundrede og atten; sekshundrede og seksogtredive,0
18863,nihundrede og nitten; femhundrede og treogfirs,0
18864,syvhundrede og ti; seksoghalvtreds,0
18865,tohundrede og nioghalvfems; femhundrede og niogtredive,1
18866,trehundrede og enoghalvfjerds; trehundrede og enogfirs,1
18867,trehundrede og halvtreds; firehundrede og treoghalvtreds,1
18868,sekshundrede og fireogtyve; firehundrede og fireogtredive,0
18869,femhundrede og treds; ethundrede og fireogfirs,0
18870,sekshundrede og nitten; femhundrede og fireoghalvfems,0
18871,syvhundrede og syvogtyve; sekshundrede og syvoghalvtreds,0
18872,syvhundrede og ti; ottehundrede og tyve,1
18873,trehundrede og toogfyrre; trehundrede og femoghalvfems,1
18874,firehundrede og niogtredive; sekshundrede og enoghalvfems,1
18875,firehundrede og treoghalvfjerds; syvhundrede og firs,1
18876,sekshundrede og treogtredive; syvhundrede og enogfirs,1
18877,trehundrede og fem; trehundrede og otteogfyrre,1
18878,syvhundrede og syvogtyve; ottehundrede og tolv,1
18879,firehundrede og seksogtreds; ottehundrede og enoghalvtreds,1
18880,nihundrede og treoghalvtreds; nihundrede og treoghalvfems,1
18881,sekshundrede og seks; trehundrede og syvogtredive,0
18882,tohundrede og seksoghalvtreds; femhundrede og syvogtredive,1
18883,femhundrede og atten; enoghalvfems,0
18884,otteoghalvfems; enoghalvtreds,0
18885,sekshundrede og tooghalvfems; syvhundrede og treogfyrre,1
18886,trehundrede og seksogtreds; femhundrede og enogfyrre,1
18887,treoghalvtreds; firehundrede og enogtreds,1
18888,halvtreds; ottehundrede og fjorten,1
18889,syvhundrede og otte; sekshundrede og fireogtreds,0
18890,sekshundrede og fireogtyve; ottehundrede og tooghalvfjerds,1
18891,ottehundrede og syv; firehundrede og toogfyrre,0
18892,firehundrede og syvogtyve; ottehundrede og syvoghalvtreds,1
18893,firehundrede og niogfirs; trehundrede og femogfirs,0
18894,trehundrede og otteogtreds; nihundrede og tretten,1
18895,firehundrede og treoghalvfems; sekshundrede og halvtreds,1
18896,seksoghalvtreds; syvhundrede og femogtreds,1
18897,femhundrede og elleve; nihundrede og et,1
18898,trehundrede og femten; ethundrede og nioghalvtreds,0
18899,ottehundrede og niogfirs; nihundrede og femogtredive,1
18900,ethundrede og fireogtredive; trehundrede og femogfyrre,1
18901,trehundrede og seksogfyrre; tohundrede og treogtredive,0
18902,tohundrede og nioghalvfjerds; ottehundrede og elleve,1
18903,ottehundrede og enogtreds; ottehundrede og seksogfirs,1
18904,ethundrede og niogfyrre; syvhundrede og syvoghalvfjerds,1
18905,niogfyrre; firehundrede og treogtreds,1
18906,ethundrede og fjorten; fjorten,0
18907,nihundrede og otteogtyve; tohundrede og seksten,0
18908,ottehundrede og toogfyrre; nihundrede og treoghalvtreds,1
18909,firehundrede og syvoghalvfems; ottehundrede og femoghalvfems,1
18910,ottehundrede og syvogfyrre; femhundrede og treoghalvtreds,0
18911,sekshundrede og tretten; tohundrede og treds,0
18912,tohundrede og fire; syvhundrede og otteogfyrre,1
18913,treogfirs; trehundrede og fireogfirs,1
18914,syvhundrede og femogtyve; trehundrede og fireogtredive,0
18915,femogtreds; syvhundrede og enoghalvtreds,1
18916,femhundrede og seksten; sekshundrede og niogtreds,1
18917,seksogfirs; nihundrede og elleve,1
18918,femhundrede og toogtredive; sekshundrede,1
18919,syvhundrede og niogfirs; sekshundrede og seksoghalvfjerds,0
18920,syvhundrede og syvogfyrre; tohundrede og nioghalvtreds,0
18921,tohundrede og enoghalvfjerds; ottehundrede og fjorten,1
18922,syvhundrede og tre; tohundrede og to,0
18923,trehundrede og femten; trehundrede og syv,0
18924,syvhundrede og otteogfirs; tohundrede og enogtyve,0
18925,firehundrede og treogfirs; nihundrede og enoghalvfjerds,1
18926,ottehundrede og seksoghalvtreds; femhundrede og atten,0
18927,tohundrede og otteogfirs; ethundrede og atten,0
18928,femhundrede og fireogtyve; ottehundrede og fjorten,1
18929,nihundrede og syvogfyrre; tohundrede og seksten,0
18930,tohundrede og femoghalvfjerds; syvhundrede og enoghalvtreds,1
18931,syvhundrede og niogtyve; sekshundrede og treoghalvfjerds,0
18932,ottehundrede og femogtreds; femhundrede og toogfirs,0
18933,nihundrede og treogtredive; femhundrede og treoghalvtreds,0
18934,firehundrede og syv; firehundrede og treoghalvfems,1
18935,nihundrede og enogtreds; sekshundrede og syvogtredive,0
18936,ottehundrede og syvoghalvfems; sekshundrede og seksogtyve,0
18937,tohundrede og syvogfyrre; sekshundrede og femogfirs,1
18938,femhundrede og femogtreds; nihundrede og treogfirs,1
18939,seksoghalvfems; nihundrede og atten,1
18940,firehundrede og seksogfirs; femhundrede og femogtredive,1
18941,sekshundrede og fem; sekshundrede og ti,1
18942,otteoghalvtreds; sekshundrede og enoghalvtreds,1
18943,ethundrede og seksogtreds; ottehundrede og seksogfirs,1
18944,ethundrede og femoghalvtreds; sekshundrede og atten,1
18945,nihundrede og fireogfirs; syvhundrede og treogtyve,0
18946,ethundrede og tretten; syvhundrede og fireogtreds,1
18947,firehundrede og fire; trehundrede og treoghalvfjerds,0
18948,femogfirs; trehundrede og femogtyve,1
18949,trehundrede og toogtredive; sekshundrede og otte,1
18950,firehundrede og otteogtreds; firehundrede og treogtreds,0
18951,ottehundrede og fireogtreds; femhundrede og fireogfyrre,0
18952,ethundrede og syvogfyrre; trehundrede og halvfjerds,1
18953,ethundrede og femten; sekshundrede og to,1
18954,nihundrede og fireoghalvfjerds; trehundrede og syvoghalvtreds,0
18955,ethundrede og femogtreds; sekshundrede og enogtreds,1
18956,trehundrede og enogfirs; ottehundrede og fireogtreds,1
18957,nihundrede og femogtredive; syvhundrede og halvfjerds,0
18958,syvhundrede og fireoghalvfjerds; ottehundrede og treogtredive,1
18959,sekshundrede og sytten; sekshundrede og niogtredive,1
18960,syvhundrede og tolv; firehundrede og niogtreds,0
18961,tohundrede og femoghalvfjerds; ottehundrede og syvoghalvfjerds,1
18962,syvhundrede og enogtredive; firehundrede og elleve,0
18963,femhundrede og syvoghalvtreds; niogfyrre,0
18964,ottehundrede og seksogfyrre; tohundrede og niogtyve,0
18965,ethundrede og fjorten; seks,0
18966,trehundrede og seksogtyve; sekshundrede og otteogtreds,1
18967,femhundrede og fem; sekshundrede og femogtyve,1
18968,firehundrede og firs; ethundrede og syv,0
18969,femhundrede og syvoghalvfems; sekshundrede og tooghalvfjerds,1
18970,trehundrede og tretten; trehundrede og treogtyve,1
18971,ethundrede og femogtredive; ottehundrede og halvfjerds,1
18972,firehundrede og treogfirs; tolv,0
18973,femhundrede og elleve; syvhundrede og enoghalvtreds,1
18974,ottehundrede og otteogfirs; firehundrede og femoghalvfjerds,0
18975,firehundrede og syv; firehundrede og tre,0
18976,syvhundrede og enogfirs; enogtreds,0
18977,ottehundrede og toogtredive; trehundrede og treogtyve,0
18978,tohundrede og elleve; otteogfyrre,0
18979,sekshundrede og tretten; tohundrede og fire,0
18980,sekshundrede og femoghalvtreds; trehundrede og toogfirs,0
18981,femhundrede og enogtreds; tohundrede og nitten,0
18982,nihundrede og femogfyrre; femhundrede og tooghalvfjerds,0
18983,sekshundrede og halvfjerds; fire,0
18984,firehundrede og ni; ethundrede og to,0
