,sents,labels
0,syvhundrede og fire; trehundrede og fem,0
24359,ottehundrede og femten; femhundrede og syvoghalvtreds,0
24360,trehundrede og nioghalvfjerds; femhundrede og seksogtyve,1
24361,trehundrede og treogtredive; femhundrede og tooghalvfems,1
24362,fireogfyrre; syvhundrede og femoghalvfjerds,1
24363,nihundrede og treogfirs; ethundrede og tooghalvfjerds,0
24364,trehundrede og treoghalvfjerds; sekshundrede og enoghalvfjerds,1
24365,fireogfirs; firehundrede og seks,1
24366,firehundrede og treogfyrre; firehundrede og halvfems,1
24367,ottehundrede og seksoghalvfems; ethundrede og syvogtredive,0
24368,nihundrede og treogtredive; ethundrede og fireoghalvtreds,0
24369,sekshundrede og fireogtredive; firehundrede og treogtredive,0
24370,trehundrede og fire; firehundrede og fireoghalvfjerds,1
24371,firehundrede og niogtredive; syvhundrede og otteoghalvfems,1
24372,femhundrede og femogtredive; ethundrede og femogtyve,0
24373,tohundrede og seksogtyve; firehundrede og femogfyrre,1
24374,femhundrede og femogtredive; ethundrede og nioghalvtreds,0
24375,syvhundrede og seksogfyrre; tohundrede og tolv,0
24376,femhundrede og enogtredive; sekshundrede og femogtyve,1
24377,syvhundrede og tretten; syvogtredive,0
24378,trehundrede og otteoghalvfems; trehundrede og tooghalvfems,0
24379,sekshundrede og syvogtredive; sekshundrede og nioghalvfems,1
24380,trehundrede og fireogfyrre; firehundrede og seksogfyrre,1
24381,femhundrede og syvoghalvtreds; sekshundrede og seksogtredive,1
24382,femhundrede og femoghalvfems; sekshundrede og seksoghalvfems,1
24383,ottehundrede og syvogfyrre; tohundrede og fireoghalvfjerds,0
24384,ethundrede og fire; syvhundrede og firs,1
24385,nihundrede og femogtreds; trehundrede og syvoghalvtreds,0
24386,syvhundrede og enogfirs; ottehundrede og tooghalvfems,1
24387,sekshundrede og niogtyve; firehundrede og femten,0
24388,syvhundrede og otteoghalvfjerds; syvhundrede og femogfirs,1
24389,femhundrede og to; syvhundrede og niogtredive,1
24390,trehundrede og atten; sekshundrede og treoghalvtreds,1
24391,nihundrede og nitten; sekshundrede og treogfyrre,0
24392,tohundrede og femogfirs; ethundrede og fireogtreds,0
24393,ottehundrede og femogtyve; femhundrede og toogtreds,0
24394,nihundrede og toogtyve; sekshundrede og enogtredive,0
24395,syvhundrede og femten; syvhundrede og femogtredive,1
24396,nioghalvtreds; sekshundrede og femoghalvtreds,1
24397,tohundrede og femogfirs; nihundrede og fyrre,1
24398,syvhundrede og seksoghalvtreds; femhundrede og seksoghalvfems,0
24399,ethundrede og treoghalvtreds; fireogfirs,0
24400,tohundrede og fireoghalvfems; tohundrede og tre,0
24401,femhundrede og tyve; sekshundrede og niogtyve,1
24402,nihundrede og syvoghalvtreds; nihundrede og enogtyve,0
24403,syvhundrede og otteoghalvtreds; nihundrede og seksoghalvtreds,1
24404,sekshundrede og enoghalvtreds; nihundrede og seksogtyve,1
24405,ottehundrede og tre; syvhundrede og syvoghalvfems,0
24406,firehundrede og femoghalvfjerds; femhundrede og femoghalvfjerds,1
24407,syvhundrede og otte; sekshundrede og femten,0
24408,sekshundrede og seksogfirs; ottehundrede og firs,1
24409,ottehundrede og fireoghalvtreds; firehundrede og enogtreds,0
24410,femhundrede og toogtreds; trehundrede og niogtredive,0
24411,trehundrede og niogtredive; syvhundrede og niogtredive,1
24412,ethundrede og treogtreds; ethundrede og to,0
24413,nihundrede og otteogtyve; ethundrede og tooghalvfjerds,0
24414,sekshundrede og tooghalvfjerds; sekshundrede og sytten,0
24415,sekshundrede og treoghalvfems; ethundrede og niogtredive,0
24416,firehundrede og fireoghalvfems; fire,0
24417,firehundrede og treogfirs; firehundrede og femogtyve,0
24418,ti; ottehundrede og fireoghalvtreds,1
24419,tohundrede og fireoghalvfjerds; tohundrede og fire,0
24420,nihundrede og fireogtyve; ottehundrede og femogtyve,0
24421,ottehundrede og fem; trehundrede og femogtreds,0
24422,tohundrede og tretten; otte,0
24423,ottehundrede og treoghalvtreds; nihundrede og niogtreds,1
24424,ethundrede og seksogtyve; sekshundrede og ni,1
24425,ethundrede og syvogtreds; ethundrede og ni,0
24426,ethundrede og enogfyrre; syvhundrede og fire,1
24427,syvhundrede og firs; enogtredive,0
24428,syvogtredive; ottehundrede og treoghalvfems,1
24429,nihundrede og syvogtredive; ottehundrede og toogfyrre,0
24430,trehundrede og otteoghalvtreds; ethundrede og treds,0
24431,femhundrede og seksoghalvfjerds; fireogtredive,0
24432,ethundrede og syvoghalvfems; femhundrede og niogtredive,1
24433,ottehundrede og otteogtyve; syvhundrede og femogtreds,0
24434,ethundrede og treoghalvfjerds; femhundrede og fire,1
24435,syvhundrede og treogfyrre; syvhundrede og femogtreds,1
24436,femhundrede og treds; tre,0
24437,syvhundrede og fireoghalvtreds; ottehundrede og niogtyve,1
24438,nihundrede og otteogtyve; nihundrede og syvoghalvfems,1
24439,enogtreds; ottehundrede og halvfems,1
24440,ottehundrede og treoghalvtreds; firehundrede og seksoghalvfjerds,0
24441,femhundrede og toogfyrre; tohundrede og toogfyrre,0
24442,ottehundrede og treogfirs; trehundrede og enogtreds,0
24443,trehundrede og tooghalvfems; sekshundrede og tooghalvfems,1
24444,trehundrede og tooghalvfems; syvhundrede og otteogfyrre,1
24445,tohundrede og toogtreds; sekshundrede og seksten,1
24446,seksogtredive; nihundrede og otteoghalvfems,1
24447,ethundrede og tooghalvfjerds; tohundrede og otteoghalvfems,1
24448,sekshundrede og syvogfirs; femhundrede og syvoghalvfems,0
24449,otteogfirs; femhundrede og fire,1
24450,syvhundrede og fem; femhundrede og elleve,0
24451,nihundrede og fyrre; syvhundrede og to,0
24452,femhundrede og seksoghalvfjerds; firehundrede og fireoghalvfems,0
24453,ottehundrede og fireogtyve; nihundrede og atten,1
24454,tohundrede og fem; ethundrede og fireoghalvfjerds,0
24455,ottehundrede og fireoghalvfems; tohundrede og femogtredive,0
24456,syvhundrede og seksogfirs; femhundrede og tooghalvfjerds,0
24457,nihundrede og niogfirs; sekshundrede,0
24458,syvhundrede og fireoghalvfems; firehundrede og halvtreds,0
24459,ethundrede og seksogtredive; tohundrede og femten,1
24460,ethundrede og nitten; trehundrede og fireoghalvtreds,1
24461,firehundrede og enoghalvfjerds; sekshundrede og seksoghalvtreds,1
24462,syvhundrede og enogtreds; sekshundrede og femoghalvfems,0
24463,femhundrede og tretten; trehundrede og firs,0
24464,sekshundrede og toogtreds; firehundrede og otteogtyve,0
24465,femhundrede og seksogtredive; ottehundrede og enogtredive,1
24466,sekshundrede og fireogfyrre; ethundrede og fire,0
24467,sekshundrede og enoghalvfjerds; firs,0
24468,tohundrede og femogtredive; sekshundrede og tretten,1
24469,tohundrede og enoghalvfems; sekshundrede og enogtreds,1
24470,otteoghalvfjerds; elleve,0
24471,ethundrede og toogtredive; ottehundrede og toogfyrre,1
24472,femhundrede og enogtreds; ethundrede og halvtreds,0
24473,ottehundrede og treogtyve; ethundrede og seksogfirs,0
24474,trehundrede og treoghalvfjerds; otteoghalvtreds,0
24475,ethundrede og toogtreds; trehundrede og fireogfyrre,1
24476,ethundrede og niogtreds; tohundrede og syvogtredive,1
24477,tohundrede og seksoghalvfjerds; trehundrede og enogfirs,1
24478,sekshundrede og syvogfirs; nihundrede og seksoghalvfems,1
24479,sekshundrede og niogtreds; trehundrede og fireogtyve,0
24480,firehundrede og fireoghalvfems; sekshundrede og treds,1
24481,sekshundrede og femogtreds; trehundrede og halvtreds,0
24482,syvogtreds; tohundrede og treogtredive,1
24483,sekshundrede og syvogtreds; seksogtredive,0
24484,syvhundrede og firs; nihundrede og tolv,1
24485,trehundrede og seksoghalvtreds; femhundrede og seksogtyve,1
24486,ethundrede og tyve; nihundrede og niogtyve,1
24487,syvhundrede og enogfyrre; enoghalvfjerds,0
24488,sekshundrede og fire; sekshundrede og enoghalvfems,1
24489,trehundrede og tooghalvtreds; firehundrede og femogtredive,1
24490,tohundrede og syv; femhundrede og enogfirs,1
24491,ottehundrede og otte; sekshundrede og treogtyve,0
24492,nihundrede og nitten; tohundrede og fireogtyve,0
24493,sekshundrede og niogtredive; sekshundrede og syvogtyve,0
24494,trehundrede og tooghalvfems; syvhundrede og otteogfirs,1
24495,ottehundrede og treogtredive; syvhundrede og treds,0
24496,nihundrede og ti; femhundrede og otteogfirs,0
24497,ethundrede og fireogfirs; trehundrede,1
24498,ottehundrede og seksogtredive; femhundrede og nioghalvtreds,0
24499,femhundrede og et; ottehundrede og otteogtyve,1
24500,trehundrede og syvogtyve; ottehundrede og otteoghalvtreds,1
24501,otteogfirs; ethundrede,1
24502,ethundrede og syvogtyve; tredive,0
24503,firehundrede og ni; ethundrede og enogtreds,0
24504,firehundrede og treogtreds; nihundrede og otteogtredive,1
24505,tohundrede og tre; femogfirs,0
24506,tohundrede og otteogtredive; trehundrede og fjorten,1
24507,trehundrede og treogtredive; trehundrede og femoghalvfems,1
24508,nihundrede og fireogtyve; syvhundrede og tyve,0
24509,femhundrede og tretten; tohundrede og niogfyrre,0
24510,trehundrede og halvfems; tohundrede og firs,0
24511,firehundrede og syvogfirs; ottehundrede og sytten,1
24512,syvogtreds; firehundrede og enoghalvfems,1
24513,halvfjerds; trehundrede og otte,1
24514,femhundrede og syvogfyrre; sekshundrede og enoghalvfjerds,1
24515,sekshundrede og toogfirs; ottehundrede og treogfirs,1
24516,tohundrede og enoghalvtreds; syvhundrede og treoghalvtreds,1
24517,nihundrede og seksogtreds; tohundrede og enoghalvfems,0
24518,syvhundrede og femoghalvfjerds; femhundrede og niogtreds,0
24519,ottehundrede og femogtredive; femogtyve,0
24520,nihundrede og femogfyrre; enogfyrre,0
24521,nihundrede og syvogtredive; firehundrede og sytten,0
24522,tohundrede og enoghalvfjerds; ethundrede og toogfirs,0
24523,tohundrede og toogfirs; tohundrede og femogtyve,0
24524,trehundrede og enogtreds; nihundrede og seksoghalvfjerds,1
24525,nihundrede og tooghalvtreds; ethundrede og tyve,0
24526,sekshundrede og enogfirs; treoghalvfems,0
24527,firehundrede og seksogtyve; tooghalvfjerds,0
24528,sekshundrede og enoghalvfems; ethundrede og enoghalvfems,0
24529,femoghalvfjerds; sekshundrede og fireoghalvfjerds,1
24530,firehundrede og syv; trehundrede og treoghalvfems,0
24531,fyrre; ni,0
24532,trehundrede og seksogfyrre; sekshundrede og otteoghalvfems,1
24533,trehundrede og fireogfirs; sekshundrede og enoghalvfems,1
24534,firehundrede og niogfyrre; ethundrede og otte,0
24535,firehundrede og enoghalvtreds; trehundrede og syvoghalvfjerds,0
24536,nihundrede og niogtredive; femhundrede og enoghalvtreds,0
24537,nihundrede og enogfirs; tohundrede og toogtyve,0
24538,syvhundrede og syvogtredive; sekshundrede og fireogtredive,0
24539,femhundrede og seksogfyrre; ethundrede og sytten,0
24540,femhundrede og seksogfyrre; firehundrede og treds,0
24541,sekshundrede og seksogtredive; sekshundrede og syvogtredive,1
24542,firehundrede og seksoghalvtreds; nihundrede og femogtredive,1
24543,nihundrede og syvoghalvfems; otteoghalvtreds,0
24544,ethundrede og fireogfirs; femhundrede og nioghalvfjerds,1
24545,femhundrede og toogfirs; ottehundrede og niogtyve,1
24546,femhundrede og seksoghalvfems; nihundrede og fireogfyrre,1
24547,firehundrede og femoghalvfems; firehundrede og to,0
24548,femhundrede og syvogtredive; tohundrede og syvoghalvtreds,0
24549,syvhundrede og fireoghalvtreds; tohundrede og enogfyrre,0
24550,ottehundrede og nioghalvtreds; tohundrede og niogtyve,0
24551,syvhundrede og fireoghalvfjerds; ethundrede og treogtredive,0
24552,trehundrede og fireogtyve; trehundrede og tretten,0
24553,firehundrede og otteogtyve; trehundrede og femogfirs,0
24554,nihundrede og enoghalvtreds; femoghalvfjerds,0
24555,tohundrede og treogfyrre; femhundrede og fireoghalvfjerds,1
24556,trehundrede og niogtreds; syvhundrede og tooghalvtreds,1
24557,sekshundrede og fyrre; sekshundrede og sytten,0
24558,firehundrede og tooghalvfems; syvhundrede og fireogtreds,1
24559,tohundrede; tohundrede og nitten,1
24560,tohundrede og treogfirs; firehundrede og femoghalvfjerds,1
24561,ottehundrede og treogtyve; seksogtredive,0
24562,femhundrede og enogtredive; tohundrede og toogfirs,0
24563,trehundrede og enogtredive; syvhundrede og otteoghalvfjerds,1
24564,femhundrede og femten; ottehundrede og enoghalvfjerds,1
24565,trehundrede og fireogtredive; syvhundrede og seksten,1
24566,femhundrede og enogfyrre; trehundrede og et,0
24567,femhundrede og niogfyrre; ottehundrede og enoghalvfjerds,1
24568,trehundrede og elleve; nihundrede og fireogtreds,1
24569,treogtyve; nihundrede og seksoghalvfjerds,1
24570,nihundrede og fyrre; firehundrede og seksogtyve,0
24571,ottehundrede og ni; syvhundrede og halvfems,0
24572,nihundrede og syvoghalvtreds; sekshundrede og sytten,0
24573,ethundrede og syvogfyrre; femhundrede og tooghalvtreds,1
24574,tredive; femhundrede og fjorten,1
24575,nihundrede og halvfems; tohundrede og treogfirs,0
24576,trehundrede og syv; tohundrede og enoghalvtreds,0
24577,tohundrede og femten; trehundrede og treogfirs,1
24578,femhundrede og femten; tohundrede og femogfirs,0
24579,femhundrede og tolv; nihundrede og syvogtyve,1
24580,femhundrede og nitten; ottehundrede og femoghalvfjerds,1
24581,seksogfirs; tohundrede og seksogtreds,1
24582,halvfjerds; firehundrede og otteoghalvfems,1
24583,femhundrede og femogtreds; femhundrede og otte,0
24584,fireogtreds; nioghalvfjerds,1
24585,trehundrede og tooghalvfjerds; trehundrede og syvogfirs,1
24586,nihundrede og seksogfyrre; trehundrede og tolv,0
24587,firehundrede og nioghalvfjerds; sekshundrede og enoghalvfems,1
24588,syvogtyve; ottehundrede og syvogfyrre,1
24589,firehundrede og femoghalvtreds; tohundrede og et,0
24590,tohundrede og nitten; ottehundrede og seksoghalvtreds,1
24591,sekshundrede og niogfirs; sekshundrede og syvogtyve,0
24592,ethundrede og femogfirs; ethundrede og nioghalvfjerds,0
24593,firehundrede og toogtreds; syvhundrede og seksogfyrre,1
24594,sekshundrede og nioghalvfjerds; tohundrede og seksogfirs,0
24595,firehundrede og ti; femhundrede og fireoghalvfjerds,1
24596,treoghalvfjerds; trehundrede og tooghalvfems,1
24597,femhundrede og tretten; trehundrede og syvogtredive,0
24598,syvhundrede og fireoghalvtreds; femhundrede og sytten,0
24599,syvhundrede og nioghalvfems; firehundrede og seksogfyrre,0
24600,nihundrede og to; ottehundrede og enogtredive,0
24601,sekshundrede og treoghalvfjerds; tohundrede og treogfirs,0
24602,sekshundrede og treogtyve; nihundrede og niogfyrre,1
24603,tohundrede; firehundrede og seks,1
24604,sekshundrede og syvoghalvtreds; sekshundrede og otteogtyve,0
24605,trehundrede og tretten; tolv,0
24606,firehundrede og toogtredive; firehundrede og syv,0
24607,tohundrede og seksogtredive; firehundrede og femoghalvfems,1
24608,femhundrede og halvfems; tohundrede og fireogtreds,0
24609,ottehundrede og niogtyve; sekshundrede og tolv,0
24610,ottehundrede og otteoghalvfems; sekshundrede og tooghalvfems,0
24611,ethundrede og elleve; ethundrede og tretten,1
24612,sekshundrede og tooghalvfems; tohundrede og niogtredive,0
24613,toogfirs; ethundrede og ni,1
24614,nihundrede og halvfems; tohundrede og otteoghalvfjerds,0
24615,trehundrede og fireogtreds; firehundrede og enogfirs,1
24616,sekshundrede og enogtredive; trehundrede og fireoghalvtreds,0
24617,tohundrede og syv; nihundrede og fireoghalvfems,1
24618,ottehundrede og treogtreds; ottehundrede og syvoghalvfems,1
24619,sekshundrede og enogfirs; firehundrede og nioghalvtreds,0
24620,syvoghalvtreds; trehundrede og niogfyrre,1
24621,femhundrede og otteogtredive; ottehundrede og ni,1
24622,ethundrede og femogtreds; trehundrede og tolv,1
24623,tohundrede og toogtreds; sekshundrede og toogfirs,1
24624,enoghalvtreds; firehundrede og syvogtyve,1
24625,nihundrede og ti; ottehundrede og femoghalvfems,0
24626,firehundrede og fire; femhundrede og niogtredive,1
24627,trehundrede og fireogtyve; syvhundrede og treoghalvfjerds,1
24628,trehundrede og syv; tohundrede og ni,0
24629,syvhundrede og firs; femhundrede og halvtreds,0
24630,trehundrede og fireoghalvfjerds; firehundrede og treoghalvfems,1
24631,ethundrede og fire; syvhundrede og treogfirs,1
24632,toogfirs; tohundrede og seksten,1
24633,trehundrede og niogfirs; firehundrede og niogtredive,1
24634,syvhundrede og seksoghalvfjerds; syvhundrede og femoghalvfjerds,0
24635,sekshundrede og tredive; treoghalvfjerds,0
24636,tooghalvtreds; tohundrede og treogfirs,1
24637,ethundrede og femoghalvfjerds; trehundrede og syv,1
24638,trehundrede og femoghalvtreds; nihundrede og tooghalvfjerds,1
24639,tohundrede og seksoghalvfems; syvhundrede og otteoghalvfjerds,1
24640,halvfems; nihundrede og elleve,1
24641,ottehundrede og fireogtyve; firehundrede og atten,0
24642,femhundrede og toogtreds; ethundrede og treogtredive,0
24643,nihundrede og otteogtyve; ethundrede og fem,0
24644,fire; femhundrede og treds,1
24645,seksoghalvfems; trehundrede og treogfyrre,1
24646,nihundrede og enogfirs; tohundrede og seksoghalvfjerds,0
24647,nihundrede og halvfems; ottehundrede og otteogtyve,0
24648,ethundrede og enogtredive; nihundrede og syvoghalvfems,1
24649,ethundrede og treoghalvfems; syvhundrede og fireogfyrre,1
24650,ethundrede og ti; ethundrede og otteogfirs,1
24651,ethundrede og syvogtreds; ethundrede og toogtreds,0
24652,nihundrede og otteoghalvtreds; trehundrede og enogtredive,0
24653,femhundrede og fireogtredive; femhundrede og fireoghalvtreds,1
24654,tohundrede og femoghalvtreds; femhundrede og fireoghalvfjerds,1
24655,femhundrede og syvogtredive; sekshundrede og otteogtredive,1
24656,firehundrede og tre; nihundrede og otte,1
24657,femhundrede og fire; sekshundrede og niogfirs,1
24658,femhundrede og seksogtreds; ottehundrede og to,1
24659,nihundrede og elleve; sekshundrede og otteogfyrre,0
24660,otteoghalvtreds; tohundrede og fireoghalvfjerds,1
24661,ethundrede og enoghalvfems; syvhundrede og fireoghalvfjerds,1
24662,sekshundrede og seksogfirs; femhundrede og enogtreds,0
24663,ottehundrede og syvoghalvfems; niogtreds,0
24664,femhundrede og tooghalvfjerds; nihundrede og niogfirs,1
24665,enogfyrre; ethundrede og tretten,1
24666,femhundrede og niogfirs; nihundrede og halvtreds,1
24667,tohundrede og femogtredive; syvhundrede og niogfyrre,1
24668,firehundrede og niogtyve; nihundrede og ti,1
24669,femhundrede; sekshundrede og elleve,1
